"gap_id","target_family","language_access_target","missing_source_type","known_locator_present","local_error_or_payload_present","transition_class","required_source_evidence","required_license_access_evidence","required_authority_ethics_evidence","b3_package_boundary","can_move_to_support_now","promotion_allowed","next_gate","blocked_before","source_csv"
"R6-IA-P3-007","Indigenous Americas","Mexico CONALITEG viewers/catalogue","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-008","Indigenous Americas","Mexico CONALITEG viewers/catalogue","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-009","Indigenous Americas","Mexico CONALITEG viewers/catalogue","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-010","Indigenous Americas","Mexico CONALITEG viewers/catalogue","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-011","Indigenous Americas","Mexico CONALITEG viewers/catalogue","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-D004","Indigenous Americas","Mexico CONALITEG/Nanahuatzin","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-025","Indigenous Americas","Mexico Nahuatl/Hnahnu/Maya/Nanahuatzin","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-D001","Indigenous Americas","Nahuatl","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-D005","Indigenous Americas","Nahuatl","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-026","Indigenous Americas","Paraguay Guarani","exact official mathematical source or source archive","True","True","url_access_repair_required","repair official MEC page or direct PDF access, then record exact source URL, local path, byte count, SHA-256, language/topic tags, and source-owner/reviewer route; route metadata alone is not source-body capture","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","Paraguay Guarani/source-owner or qualified adult-education reviewer route required; no generalized Indigenous Americas or Guarani-register inference","support metadata only; no raw source body, source archive, media, OCR corpus, screenshot, transcript, caption, term/sign list, translation, visual inventory, pilot, or package payload instruction","false","false","Resolve MEC page/direct file links through allowed browser/API/source-owner/manual route; if captured later, record exact URL, local path, byte count, SHA-256, language/topic tags, source-owner/reviewer route, and reuse/license signal before support movement.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-027","Indigenous Americas","Paraguay Guarani/Matematica PRODEPA","exact official mathematical source or source archive","True","True","url_access_repair_required","repair official MEC page or direct PDF access, then record exact source URL, local path, byte count, SHA-256, language/topic tags, and source-owner/reviewer route; route metadata alone is not source-body capture","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","Paraguay Guarani/source-owner or qualified adult-education reviewer route required; no generalized Indigenous Americas or Guarani-register inference","support metadata only; no raw source body, source archive, media, OCR corpus, screenshot, transcript, caption, term/sign list, translation, visual inventory, pilot, or package payload instruction","false","false","Resolve MEC page/direct file links through allowed browser/API/source-owner/manual route; if captured later, record exact URL, local path, byte count, SHA-256, language/topic tags, source-owner/reviewer route, and reuse/license signal before support movement.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-001","Indigenous Americas","Paraguay MEC CMS","exact official mathematical source or source archive","True","True","url_access_repair_required","repair official MEC page or direct PDF access, then record exact source URL, local path, byte count, SHA-256, language/topic tags, and source-owner/reviewer route; route metadata alone is not source-body capture","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","Paraguay Guarani/source-owner or qualified adult-education reviewer route required; no generalized Indigenous Americas or Guarani-register inference","support metadata only; no raw source body, source archive, media, OCR corpus, screenshot, transcript, caption, term/sign list, translation, visual inventory, pilot, or package payload instruction","false","false","Resolve MEC page/direct file links through allowed browser/API/source-owner/manual route; if captured later, record exact URL, local path, byte count, SHA-256, language/topic tags, source-owner/reviewer route, and reuse/license signal before support movement.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-028","Indigenous Americas","Peru Quechua/Aymara","exact official mathematical source or source archive","False","False","exact_official_source_capture_required","official-source exact URL, local path, byte count, SHA-256, language/level/topic tags, and source-owner/reviewer route","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named Indigenous language/source-owner reviewer route required; no generalized Indigenous Americas register inference","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Wait for reviewer/source-owner/reuse returns; no duplication.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-029","Indigenous Americas","Peru Quechua/Aymara existing reader","exact official mathematical source or source archive","False","False","exact_official_source_capture_required","official-source exact URL, local path, byte count, SHA-256, language/level/topic tags, and source-owner/reviewer route","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named Indigenous language/source-owner reviewer route required; no generalized Indigenous Americas register inference","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Do not duplicate Peru EIB reader; wait for reviewer/source-owner/reuse returns.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-SRCARCH-GAP-001","Indigenous Americas","Quechua/Kichwa, Aymara, Guarani, and adjacent Indigenous-language targets","native mathematical TeX/LaTeX/arXiv/e-print/source archive","True","False","source_archive_discovery_required","source archive URL or package URL, archive/source-file hash, license/access signal, target-language mathematical relevance, and non-payload package boundary","repository/package/archive license signal plus scope review; metadata-only until B3 and source-owner/reviewer gates permit any source-body payload","named Indigenous language/source-owner reviewer route required; no generalized Indigenous Americas register inference","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Continue official source capture and reviewer/source-owner routes; do not infer technical register from TeX gap.","no source-authority promotion, term extraction, translation, or pilot","R6_SOURCE_LOCATOR_SHELF_20260628T230952Z.md"
"R6-SRCARCH-GAP-003","Signed language","ASL, LSQ, DGS, International Sign, future signed-language rows","TeX/LaTeX source package as signed-language authority","False","False","source_archive_discovery_required","source archive URL or package URL, archive/source-file hash, license/access signal, target-language mathematical relevance, and non-payload package boundary","repository/package/archive license signal plus scope review; metadata-only until B3 and source-owner/reviewer gates permit any source-body payload","signed-language qualified reviewer/source-owner route required; sign authority separate from text/source route and media permission","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Use local signed-language source routes, video/access metadata, and media/reviewer gates.","no text-only sign substitution, visual inventory, accepted signs, copied media, translation, or pilot","R6_SIGNED_LANGUAGE_LANE_CLOSURE_ROLLUP_20260701T201500Z.md"
"R6-GITHUB-GAP-001","Indigenous Americas","Quechua/Kichwa, Aymara, Guarani, Uspanteko, Nahuatl/Hnahnu/Maya/Nanahuatzin, and adjacent Indigenous-language targets","target-language mathematical GitHub repository, CTAN-style package, or open source-code/source-file archive","False","False","github_or_source_repository_discovery_required","repository URL, commit/tree or release reference, license signal, file-level source-body capture policy, source-file hashes, target-language mathematical content evidence, and source-owner/reviewer route","repository/package/archive license signal plus scope review; metadata-only until B3 and source-owner/reviewer gates permit any source-body payload","named Indigenous language/source-owner reviewer route required; no generalized Indigenous Americas register inference","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","If a repository is found, verify target-language mathematical content, license/access status, hashable source files, and reviewer/source-owner route before any use.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, pilot, or completion claim","whole_program_source_canon_alignment_20260704"
"R6-GITHUB-GAP-002","Creole/contact","Kreyol/Haitian Creole, Bislama, Papiamento/Papiamentu, Mauritian/Seychellois/Indian Ocean Creoles, Jamaican Creole/Patois, Nigerian Pidgin, Krio, Tok Pisin, Sranan/Guyanas, and adjacent named creole/contact rows","named-language mathematical GitHub repository, CTAN-style package, or open source-code/source-file archive","True","False","github_or_source_repository_discovery_required","Kreyol addendum records candidate GitHub routes as blockers only; repository URL plus clone-free metadata is not enough without commit/tree, license scope, file-level source hashes, target-language mathematical content review, and source-owner/reviewer route","repository/package/archive license signal plus scope review; metadata-only until B3 and source-owner/reviewer gates permit any source-body payload","named creole/contact language source-owner or reviewer route required; no pan-creole register or lexifier substitution","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Keep GitHub/source-repository candidates as blockers until file-level capture policy and reviewer/source-owner route are satisfied.","no pan-creole inference, source-authority promotion, terms, excerpts, reuse, translation, visual inventory, pilot, or completion claim","whole_program_source_canon_alignment_20260704"
"R6-GITHUB-GAP-003","Signed language","ASL, LSQ, DGS, International Sign comparator, and future signed-language rows","signed-language mathematical GitHub/source repository usable as sign-language authority","False","False","github_or_source_repository_discovery_required","repository URL, commit/tree or release reference, license signal, file-level source-body capture policy, source-file hashes, target-language mathematical content evidence, and source-owner/reviewer route","repository/package/archive license signal plus scope review; metadata-only until B3 and source-owner/reviewer gates permit any source-body payload","signed-language qualified reviewer/source-owner route required; sign authority separate from text/source route and media permission","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","If a sign/access repository is found, verify media/source ownership, license/access, video/sign authority, reviewer route, and captions/transcripts separately.","no accepted signs, copied media, visual inventory, captions/transcripts for reuse, translation, pilot, source-authority promotion, or completion claim","whole_program_source_canon_alignment_20260704"
"R6-URL-GAP-001","Indigenous Americas","Aymara","live URL reachability/access confirmation","True","True","url_access_repair_required","non-placeholder live URL or documented access restriction, headers-only reachability status, local metadata/error capture hash, and exact route repair note","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named Indigenous language/source-owner reviewer route required; no generalized Indigenous Americas register inference","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Retry through browser/manual/source-owner route before treating live URL as stable; do not change license/source-authority state.","no source-authority promotion, terms, excerpts, reuse, translation, pilot, or completion claim","NOETHER_R6_STRICT_PROVENANCE_URL_REACHABILITY_AUDIT_20260704.csv"
"R6-URL-GAP-002","Indigenous Americas","Quechua Central","live URL reachability/access confirmation","True","True","url_access_repair_required","non-placeholder live URL or documented access restriction, headers-only reachability status, local metadata/error capture hash, and exact route repair note","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named Indigenous language/source-owner reviewer route required; no generalized Indigenous Americas register inference","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Retry through browser/manual/source-owner route before treating live URL as stable; do not change license/source-authority state.","no source-authority promotion, terms, excerpts, reuse, translation, pilot, or completion claim","NOETHER_R6_STRICT_PROVENANCE_URL_REACHABILITY_AUDIT_20260704.csv"
"R6-URL-GAP-003","Indigenous Americas","Quechua Chanka","live URL reachability/access confirmation","True","True","url_access_repair_required","non-placeholder live URL or documented access restriction, headers-only reachability status, local metadata/error capture hash, and exact route repair note","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named Indigenous language/source-owner reviewer route required; no generalized Indigenous Americas register inference","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Retry through browser/manual/source-owner route before treating live URL as stable; do not change license/source-authority state.","no source-authority promotion, terms, excerpts, reuse, translation, pilot, or completion claim","NOETHER_R6_STRICT_PROVENANCE_URL_REACHABILITY_AUDIT_20260704.csv"
"R6-URL-GAP-004","Signed language","DGS","live API URL reachability/access confirmation","True","True","url_access_repair_required","non-placeholder live URL or documented access restriction, headers-only reachability status, local metadata/error capture hash, and exact route repair note","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","signed-language qualified reviewer/source-owner route required; sign authority separate from text/source route and media permission","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Resolve API access requirements with source-owner/reviewer route; keep media/reuse/sign authority gates closed.","no accepted signs, copied media, visual inventory, source-authority promotion, translation, pilot, or completion claim","NOETHER_R6_STRICT_PROVENANCE_URL_REACHABILITY_AUDIT_20260704.csv"
"R6-URL-GAP-005","Signed language","DGS","live CDN/video-route URL reachability/access confirmation","True","True","url_access_repair_required","non-placeholder live URL or documented access restriction, headers-only reachability status, local metadata/error capture hash, and exact route repair note","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","signed-language qualified reviewer/source-owner route required; sign authority separate from text/source route and media permission","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Resolve media access and reuse permission separately from sign authority; keep copied media/stills blocked.","no accepted signs, copied media, visual inventory, source-authority promotion, translation, pilot, or completion claim","NOETHER_R6_STRICT_PROVENANCE_URL_REACHABILITY_AUDIT_20260704.csv"
"R6-URL-GAP-006","Signed language","DGS","exact non-placeholder live URL for route metadata","True","True","url_access_repair_required","non-placeholder live URL or documented access restriction, headers-only reachability status, local metadata/error capture hash, and exact route repair note","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","signed-language qualified reviewer/source-owner route required; sign authority separate from text/source route and media permission","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Resolve exact non-placeholder URL, then rerun URL/path/hash audit before strict source-canon use.","no accepted signs, copied media, visual inventory, source-authority promotion, translation, pilot, or completion claim","NOETHER_R6_NON_STRICT_ROUTE_METADATA_ROWS_20260704.csv"
